Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	5			PDCF01011717.1	Chromosome		NW_019776408.1	unlocalized-scaffold	2301		27
GCF_002901205.1		Primary Assembly	5			PDCF01011796.1	Chromosome		NW_019776409.1	unlocalized-scaffold	2298		27
GCF_002901205.1		Primary Assembly	5			PDCF01012798.1	Chromosome		NW_019776410.1	unlocalized-scaffold	2261		27
GCF_002901205.1		Primary Assembly	5			PDCF01015472.1	Chromosome		NW_019776411.1	unlocalized-scaffold	2030		27
GCF_002901205.1		Primary Assembly	5			PDCF01016827.1	Chromosome		NW_019776412.1	unlocalized-scaffold	1902		27
GCF_002901205.1		Primary Assembly	6			PDCF01000011.1	Chromosome		NW_019776420.1	unlocalized-scaffold	24702934		15
GCF_002901205.1		Primary Assembly	6			PDCF01000067.1	Chromosome		NW_019776427.1	unlocalized-scaffold	8504033		15
GCF_002901205.1		Primary Assembly	6			PDCF01000087.1	Chromosome		NW_019776428.1	unlocalized-scaffold	2327255		15
GCF_002901205.1		Primary Assembly	6			PDCF01000098.1	Chromosome		NW_019776429.1	unlocalized-scaffold	1180173		15
GCF_002901205.1		Primary Assembly	6			PDCF01000108.1	Chromosome		NW_019776430.1	unlocalized-scaffold	509449		15
GCF_002901205.1		Primary Assembly	6			PDCF01000139.1	Chromosome		NW_019776432.1	unlocalized-scaffold	214370		15
GCF_002901205.1		Primary Assembly	6			PDCF01003102.1	Chromosome		NW_019776433.1	unlocalized-scaffold	5926		15
GCF_002901205.1		Primary Assembly	6			PDCF01005898.1	Chromosome		NW_019776434.1	unlocalized-scaffold	3267		15
GCF_002901205.1		Primary Assembly	6			PDCF01006988.1	Chromosome		NW_019776421.1	unlocalized-scaffold	2878		15
GCF_002901205.1		Primary Assembly	6			PDCF01007091.1	Chromosome		NW_019776422.1	unlocalized-scaffold	2848		15
GCF_002901205.1		Primary Assembly	6			PDCF01009125.1	Chromosome		NW_019776423.1	unlocalized-scaffold	2451		15
GCF_002901205.1		Primary Assembly	6			PDCF01009144.1	Chromosome		NW_019776424.1	unlocalized-scaffold	2449		15
GCF_002901205.1		Primary Assembly	6			PDCF01009908.1	Chromosome		NW_019776425.1	unlocalized-scaffold	2379		15
GCF_002901205.1		Primary Assembly	6			PDCF01010744.1	Chromosome		NW_019776431.1	unlocalized-scaffold	387337		15
GCF_002901205.1		Primary Assembly	6			PDCF01012956.1	Chromosome		NW_019776426.1	unlocalized-scaffold	2253		15
GCF_002901205.1		Primary Assembly	7			PDCF01000005.1	Chromosome		NW_019776435.1	unlocalized-scaffold	37076263		16
GCF_002901205.1		Primary Assembly	7			PDCF01000089.1	Chromosome		NW_019776443.1	unlocalized-scaffold	1792108		16
GCF_002901205.1		Primary Assembly	7			PDCF01000099.1	Chromosome		NW_019776444.1	unlocalized-scaffold	1122279		16
GCF_002901205.1		Primary Assembly	7			PDCF01000117.1	Chromosome		NW_019776445.1	unlocalized-scaffold	371022		16
GCF_002901205.1		Primary Assembly	7			PDCF01000184.1	Chromosome		NW_019776446.1	unlocalized-scaffold	107731		16
GCF_002901205.1		Primary Assembly	7			PDCF01000297.1	Chromosome		NW_019776447.1	unlocalized-scaffold	51072		16
GCF_002901205.1		Primary Assembly	7			PDCF01001883.1	Chromosome		NW_019776448.1	unlocalized-scaffold	9425		16
GCF_002901205.1		Primary Assembly	7			PDCF01003533.1	Chromosome		NW_019776449.1	unlocalized-scaffold	5239		16
GCF_002901205.1		Primary Assembly	7			PDCF01005480.1	Chromosome		NW_019776450.1	unlocalized-scaffold	3483		16
GCF_002901205.1		Primary Assembly	7			PDCF01006232.1	Chromosome		NW_019776436.1	unlocalized-scaffold	3128		16
GCF_002901205.1		Primary Assembly	7			PDCF01006302.1	Chromosome		NW_019776437.1	unlocalized-scaffold	3106		16
GCF_002901205.1		Primary Assembly	7			PDCF01007698.1	Chromosome		NW_019776438.1	unlocalized-scaffold	2695		16
GCF_002901205.1		Primary Assembly	7			PDCF01007716.1	Chromosome		NW_019776439.1	unlocalized-scaffold	2692		16
GCF_002901205.1		Primary Assembly	7			PDCF01008687.1	Chromosome		NW_019776440.1	unlocalized-scaffold	2511		16
GCF_002901205.1		Primary Assembly	7			PDCF01010321.1	Chromosome		NW_019776441.1	unlocalized-scaffold	2356		16
GCF_002901205.1		Primary Assembly	7			PDCF01015283.1	Chromosome		NW_019776442.1	unlocalized-scaffold	2050		16
GCF_002901205.1		Primary Assembly	8			PDCF01000019.1	Chromosome		NW_019776451.1	unlocalized-scaffold	18659498		11
GCF_002901205.1		Primary Assembly	8			PDCF01000029.1	Chromosome		NW_019776454.1	unlocalized-scaffold	14164539		11
GCF_002901205.1		Primary Assembly	8			PDCF01000121.1	Chromosome		NW_019776455.1	unlocalized-scaffold	317979		11
GCF_002901205.1		Primary Assembly	8			PDCF01000201.1	Chromosome		NW_019776456.1	unlocalized-scaffold	90719		11
GCF_002901205.1		Primary Assembly	8			PDCF01000228.1	Chromosome		NW_019776457.1	unlocalized-scaffold	77432		11
GCF_002901205.1		Primary Assembly	8			PDCF01003675.1	Chromosome		NW_019776458.1	unlocalized-scaffold	5049		11
GCF_002901205.1		Primary Assembly	8			PDCF01005236.1	Chromosome		NW_019776459.1	unlocalized-scaffold	3639		11
GCF_002901205.1		Primary Assembly	8			PDCF01008486.1	Chromosome		NW_019776460.1	unlocalized-scaffold	2543		11
GCF_002901205.1		Primary Assembly	8			PDCF01010471.1	Chromosome		NW_019776461.1	unlocalized-scaffold	2348		11
GCF_002901205.1		Primary Assembly	8			PDCF01010604.1	Chromosome		NW_019776452.1	unlocalized-scaffold	2342		11
GCF_002901205.1		Primary Assembly	8			PDCF01011360.1	Chromosome		NW_019776453.1	unlocalized-scaffold	2313		11
GCF_002901205.1		Primary Assembly	9			PDCF01000018.1	Chromosome		NW_019776462.1	unlocalized-scaffold	18512997		8
GCF_002901205.1		Primary Assembly	9			PDCF01000035.1	Chromosome		NW_019776463.1	unlocalized-scaffold	6249114		8
GCF_002901205.1		Primary Assembly	9			PDCF01000105.1	Chromosome		NW_019776464.1	unlocalized-scaffold	701343		8
GCF_002901205.1		Primary Assembly	9			PDCF01000116.1	Chromosome		NW_019776465.1	unlocalized-scaffold	373476		8
GCF_002901205.1		Primary Assembly	9			PDCF01007361.1	Chromosome		NW_019776466.1	unlocalized-scaffold	2766		8
GCF_002901205.1		Primary Assembly	9			PDCF01011825.1	Chromosome		NW_019776467.1	unlocalized-scaffold	2297		8
GCF_002901205.1		Primary Assembly	9			PDCF01012605.1	Chromosome		NW_019776468.1	unlocalized-scaffold	2268		8
GCF_002901205.1		Primary Assembly	9			PDCF01013970.1	Chromosome		NW_019776469.1	unlocalized-scaffold	2188		8
GCF_002901205.1		Primary Assembly	10			PDCF01000016.1	Chromosome		NW_019776470.1	unlocalized-scaffold	20953881		5
GCF_002901205.1		Primary Assembly	10			PDCF01007784.1	Chromosome		NW_019776471.1	unlocalized-scaffold	2678		5
GCF_002901205.1		Primary Assembly	10			PDCF01007958.1	Chromosome		NW_019776472.1	unlocalized-scaffold	2646		5
GCF_002901205.1		Primary Assembly	10			PDCF01007996.1	Chromosome		NW_019776473.1	unlocalized-scaffold	2640		5
GCF_002901205.1		Primary Assembly	10			PDCF01014450.1	Chromosome		NW_019776474.1	unlocalized-scaffold	2139		5
GCF_002901205.1		Primary Assembly	11			PDCF01000032.1	Chromosome		NW_019776475.1	unlocalized-scaffold	19542292		8
GCF_002901205.1		Primary Assembly	11			PDCF01000065.1	Chromosome		NW_019776476.1	unlocalized-scaffold	1369380		8
GCF_002901205.1		Primary Assembly	11			PDCF01000109.1	Chromosome		NW_019776477.1	unlocalized-scaffold	442576		8
GCF_002901205.1		Primary Assembly	11			PDCF01000135.1	Chromosome		NW_019776478.1	unlocalized-scaffold	229272		8
GCF_002901205.1		Primary Assembly	11			PDCF01000151.1	Chromosome		NW_019776479.1	unlocalized-scaffold	158355		8
GCF_002901205.1		Primary Assembly	11			PDCF01000555.1	Chromosome		NW_019776480.1	unlocalized-scaffold	26651		8
GCF_002901205.1		Primary Assembly	11			PDCF01001023.1	Chromosome		NW_019776481.1	unlocalized-scaffold	15575		8
GCF_002901205.1		Primary Assembly	11			PDCF01009903.1	Chromosome		NW_019776482.1	unlocalized-scaffold	2379		8
GCF_002901205.1		Primary Assembly	12			PDCF01000015.1	Chromosome		NW_019776483.1	unlocalized-scaffold	21469519		5
GCF_002901205.1		Primary Assembly	12			PDCF01008617.1	Chromosome		NW_019776484.1	unlocalized-scaffold	2523		5
GCF_002901205.1		Primary Assembly	12			PDCF01010622.1	Chromosome		NW_019776485.1	unlocalized-scaffold	2341		5
GCF_002901205.1		Primary Assembly	12			PDCF01015233.1	Chromosome		NW_019776486.1	unlocalized-scaffold	2055		5
GCF_002901205.1		Primary Assembly	12			PDCF01016535.1	Chromosome		NW_019776487.1	unlocalized-scaffold	1931		5
GCF_002901205.1		Primary Assembly	13			PDCF01000045.1	Chromosome		NW_019776488.1	unlocalized-scaffold	9957247		10
GCF_002901205.1		Primary Assembly	13			PDCF01000050.1	Chromosome		NW_019776490.1	unlocalized-scaffold	6950109		10
GCF_002901205.1		Primary Assembly	13			PDCF01000092.1	Chromosome		NW_019776491.1	unlocalized-scaffold	1574503		10
GCF_002901205.1		Primary Assembly	13			PDCF01000147.1	Chromosome		NW_019776492.1	unlocalized-scaffold	179541		10
GCF_002901205.1		Primary Assembly	13			PDCF01000356.1	Chromosome		NW_019776493.1	unlocalized-scaffold	40908		10
GCF_002901205.1		Primary Assembly	13			PDCF01001231.1	Chromosome		NW_019776494.1	unlocalized-scaffold	10874		10
GCF_002901205.1		Primary Assembly	13			PDCF01004634.1	Chromosome		NW_019776495.1	unlocalized-scaffold	4052		10
GCF_002901205.1		Primary Assembly	13			PDCF01007290.1	Chromosome		NW_019776496.1	unlocalized-scaffold	2790		10
GCF_002901205.1		Primary Assembly	13			PDCF01010383.1	Chromosome		NW_019776497.1	unlocalized-scaffold	2353		10
GCF_002901205.1		Primary Assembly	13			PDCF01024175.1	Chromosome		NW_019776489.1	unlocalized-scaffold	1342		10
GCF_002901205.1		Primary Assembly	14			PDCF01000021.1	Chromosome		NW_019776499.1	unlocalized-scaffold	11656		5
GCF_002901205.1		Primary Assembly	14			PDCF01000023.1	Chromosome		NW_019776498.1	unlocalized-scaffold	16846143		5
GCF_002901205.1		Primary Assembly	14			PDCF01004723.1	Chromosome		NW_019776500.1	unlocalized-scaffold	4000		5
GCF_002901205.1		Primary Assembly	14			PDCF01008348.1	Chromosome		NW_019776501.1	unlocalized-scaffold	2568		5
GCF_002901205.1		Primary Assembly	14			PDCF01009350.1	Chromosome		NW_019776502.1	unlocalized-scaffold	2424		5
GCF_002901205.1		Primary Assembly	15			PDCF01000028.1	Chromosome		NW_019776503.1	unlocalized-scaffold	14375695		3
GCF_002901205.1		Primary Assembly	15			PDCF01012845.1	Chromosome		NW_019776504.1	unlocalized-scaffold	2258		3
GCF_002901205.1		Primary Assembly	15			PDCF01014289.1	Chromosome		NW_019776505.1	unlocalized-scaffold	2157		3
GCF_002901205.1		Primary Assembly	16			PDCF01000115.1	Chromosome		NW_019776506.1	unlocalized-scaffold	375417		1
GCF_002901205.1		Primary Assembly	17			PDCF01000041.1	Chromosome		NW_019776507.1	unlocalized-scaffold	10909061		2
GCF_002901205.1		Primary Assembly	17			PDCF01000177.1	Chromosome		NW_019776508.1	unlocalized-scaffold	116879		2
GCF_002901205.1		Primary Assembly	18			PDCF01000033.1	Chromosome		NW_019776509.1	unlocalized-scaffold	12013002		5
GCF_002901205.1		Primary Assembly	18			PDCF01000137.1	Chromosome		NW_019776511.1	unlocalized-scaffold	214888		5
GCF_002901205.1		Primary Assembly	18			PDCF01000266.1	Chromosome		NW_019776512.1	unlocalized-scaffold	59359		5
GCF_002901205.1		Primary Assembly	18			PDCF01000285.1	Chromosome		NW_019776510.1	unlocalized-scaffold	438520		5
GCF_002901205.1		Primary Assembly	18			PDCF01007228.1	Chromosome		NW_019776513.1	unlocalized-scaffold	2805		5
GCF_002901205.1		Primary Assembly	19			PDCF01000043.1	Chromosome		NW_019776514.1	unlocalized-scaffold	10439848		7
GCF_002901205.1		Primary Assembly	19			PDCF01007686.1	Chromosome		NW_019776515.1	unlocalized-scaffold	2698		7
GCF_002901205.1		Primary Assembly	19			PDCF01010250.1	Chromosome		NW_019776516.1	unlocalized-scaffold	2360		7
GCF_002901205.1		Primary Assembly	19			PDCF01014496.1	Chromosome		NW_019776517.1	unlocalized-scaffold	2134		7
GCF_002901205.1		Primary Assembly	19			PDCF01015117.1	Chromosome		NW_019776518.1	unlocalized-scaffold	2067		7
GCF_002901205.1		Primary Assembly	19			PDCF01015162.1	Chromosome		NW_019776519.1	unlocalized-scaffold	2063		7
GCF_002901205.1		Primary Assembly	19			PDCF01015489.1	Chromosome		NW_019776520.1	unlocalized-scaffold	2028		7
GCF_002901205.1		Primary Assembly	20			PDCF01000040.1	Chromosome		NW_019776521.1	unlocalized-scaffold	10690660		5
GCF_002901205.1		Primary Assembly	20			PDCF01000072.1	Chromosome		NW_019776522.1	unlocalized-scaffold	3109909		5
GCF_002901205.1		Primary Assembly	20			PDCF01000091.1	Chromosome		NW_019776523.1	unlocalized-scaffold	1718947		5
GCF_002901205.1		Primary Assembly	20			PDCF01000128.1	Chromosome		NW_019776524.1	unlocalized-scaffold	260298		5
GCF_002901205.1		Primary Assembly	20			PDCF01011387.1	Chromosome		NW_019776525.1	unlocalized-scaffold	2312		5
GCF_002901205.1		Primary Assembly	21			PDCF01000053.1	Chromosome		NW_019776526.1	unlocalized-scaffold	7020392		3
GCF_002901205.1		Primary Assembly	21			PDCF01000101.1	Chromosome		NW_019776527.1	unlocalized-scaffold	2713974		3
GCF_002901205.1		Primary Assembly	21			PDCF01014801.1	Chromosome		NW_019776528.1	unlocalized-scaffold	2102		3
GCF_002901205.1		Primary Assembly	22			PDCF01000062.1	Chromosome		NW_019776529.1	unlocalized-scaffold	4815562		4
GCF_002901205.1		Primary Assembly	22			PDCF01003420.1	Chromosome		NW_019776530.1	unlocalized-scaffold	5405		4
GCF_002901205.1		Primary Assembly	22			PDCF01007650.1	Chromosome		NW_019776531.1	unlocalized-scaffold	2703		4
GCF_002901205.1		Primary Assembly	22			PDCF01013022.1	Chromosome		NW_019776532.1	unlocalized-scaffold	2249		4
GCF_002901205.1		Primary Assembly	23			PDCF01000055.1	Chromosome		NW_019776533.1	unlocalized-scaffold	6621440		3
GCF_002901205.1		Primary Assembly	23			PDCF01004665.1	Chromosome		NW_019776534.1	unlocalized-scaffold	4032		3
GCF_002901205.1		Primary Assembly	23			PDCF01005316.1	Chromosome		NW_019776535.1	unlocalized-scaffold	3580		3
GCF_002901205.1		Primary Assembly	24			PDCF01000052.1	Chromosome		NW_019776536.1	unlocalized-scaffold	7017314		2
GCF_002901205.1		Primary Assembly	24			PDCF01007291.1	Chromosome		NW_019776537.1	unlocalized-scaffold	2790		2
GCF_002901205.1		Primary Assembly	25			PDCF01000079.1	Chromosome		NW_019776538.1	unlocalized-scaffold	2890538		5
GCF_002901205.1		Primary Assembly	25			PDCF01005975.1	Chromosome		NW_019776539.1	unlocalized-scaffold	3239		5
GCF_002901205.1		Primary Assembly	25			PDCF01014052.1	Chromosome		NW_019776540.1	unlocalized-scaffold	2180		5
GCF_002901205.1		Primary Assembly	25			PDCF01015443.1	Chromosome		NW_019776541.1	unlocalized-scaffold	2033		5
GCF_002901205.1		Primary Assembly	25			PDCF01015553.1	Chromosome		NW_019776542.1	unlocalized-scaffold	2023		5
GCF_002901205.1		Primary Assembly	26			PDCF01000051.1	Chromosome		NW_019776543.1	unlocalized-scaffold	7010976		5
GCF_002901205.1		Primary Assembly	26			PDCF01000492.1	Chromosome		NW_019776544.1	unlocalized-scaffold	29540		5
GCF_002901205.1		Primary Assembly	26			PDCF01000769.1	Chromosome		NW_019776545.1	unlocalized-scaffold	19923		5
GCF_002901205.1		Primary Assembly	26			PDCF01011918.1	Chromosome		NW_019776546.1	unlocalized-scaffold	2293		5
GCF_002901205.1		Primary Assembly	26			PDCF01026123.1	Chromosome		NW_019776547.1	unlocalized-scaffold	1203		5
GCF_002901205.1		Primary Assembly	27			PDCF01000059.1	Chromosome		NW_019776548.1	unlocalized-scaffold	5399603		2
GCF_002901205.1		Primary Assembly	27			PDCF01000152.1	Chromosome		NW_019776549.1	unlocalized-scaffold	160193		2
GCF_002901205.1		Primary Assembly	28			PDCF01000056.1	Chromosome		NW_019776550.1	unlocalized-scaffold	5973882		3
GCF_002901205.1		Primary Assembly	28			PDCF01000630.1	Chromosome		NW_019776551.1	unlocalized-scaffold	23789		3
GCF_002901205.1		Primary Assembly	28			PDCF01002222.1	Chromosome		NW_019776552.1	unlocalized-scaffold	8152		3
GCF_002901205.1		Primary Assembly	LGE22C19W28			PDCF01000081.1	Chromosome		NW_019776553.1	unlocalized-scaffold	2767459		2
GCF_002901205.1		Primary Assembly	LGE22C19W28			PDCF01022804.1	Chromosome		NW_019776554.1	unlocalized-scaffold	1442		2
GCF_002901205.1		Primary Assembly	LGE64			PDCF01000362.1	Chromosome		NW_019776555.1	unlocalized-scaffold	40056		1
GCF_002901205.1		Primary Assembly	Z			PDCF01000017.1	Chromosome		NW_019776556.1	unlocalized-scaffold	19851377		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000031.1	Chromosome		NW_019776567.1	unlocalized-scaffold	13225071		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000034.1	Chromosome		NW_019776577.1	unlocalized-scaffold	11796698		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000039.1	Chromosome		NW_019776578.1	unlocalized-scaffold	11237888		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000058.1	Chromosome		NW_019776579.1	unlocalized-scaffold	9602051		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000066.1	Chromosome		NW_019776580.1	unlocalized-scaffold	4608297		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000073.1	Chromosome		NW_019776581.1	unlocalized-scaffold	2964460		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000088.1	Chromosome		NW_019776583.1	unlocalized-scaffold	1855885		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000094.1	Chromosome		NW_019776557.1	unlocalized-scaffold	1312650		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000097.1	Chromosome		NW_019776582.1	unlocalized-scaffold	1889098		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000104.1	Chromosome		NW_019776558.1	unlocalized-scaffold	905158		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000112.1	Chromosome		NW_019776559.1	unlocalized-scaffold	420826		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000113.1	Chromosome		NW_019776560.1	unlocalized-scaffold	413872		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000132.1	Chromosome		NW_019776562.1	unlocalized-scaffold	239612		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000134.1	Chromosome		NW_019776563.1	unlocalized-scaffold	233501		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000162.1	Chromosome		NW_019776564.1	unlocalized-scaffold	143896		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000175.1	Chromosome		NW_019776565.1	unlocalized-scaffold	117565		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000281.1	Chromosome		NW_019776566.1	unlocalized-scaffold	54196		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000337.1	Chromosome		NW_019776568.1	unlocalized-scaffold	43696		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000350.1	Chromosome		NW_019776569.1	unlocalized-scaffold	39593		28
GCF_002901205.1		Primary Assembly	Z			PDCF01000821.1	Chromosome		NW_019776570.1	unlocalized-scaffold	18075		28
GCF_002901205.1		Primary Assembly	Z			PDCF01001180.1	Chromosome		NW_019776571.1	unlocalized-scaffold	13767		28
GCF_002901205.1		Primary Assembly	Z			PDCF01001379.1	Chromosome		NW_019776572.1	unlocalized-scaffold	12060		28
GCF_002901205.1		Primary Assembly	Z			PDCF01004442.1	Chromosome		NW_019776561.1	unlocalized-scaffold	388378		28
GCF_002901205.1		Primary Assembly	Z			PDCF01006875.1	Chromosome		NW_019776573.1	unlocalized-scaffold	2909		28
GCF_002901205.1		Primary Assembly	Z			PDCF01013091.1	Chromosome		NW_019776574.1	unlocalized-scaffold	2246		28
GCF_002901205.1		Primary Assembly	Z			PDCF01013117.1	Chromosome		NW_019776575.1	unlocalized-scaffold	2244		28
GCF_002901205.1		Primary Assembly	Z			PDCF01013306.1	Chromosome		NW_019776576.1	unlocalized-scaffold	2235		28
GCF_002901205.1		Primary Assembly	Un			PDCF01010006.1	Chromosome		NW_019776584.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010007.1	Chromosome		NW_019776585.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010008.1	Chromosome		NW_019776586.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010009.1	Chromosome		NW_019776587.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010010.1	Chromosome		NW_019776588.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010011.1	Chromosome		NW_019776589.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010012.1	Chromosome		NW_019776590.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010013.1	Chromosome		NW_019776591.1	unplaced-scaffold	2373		
GCF_002901205.1		Primary Assembly	Un			PDCF01010014.1	Chromosome		NW_019776592.1	unplaced-scaffold	2373		
